#Organism Name,Genus,Species,Serotype,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,Genes,Host,Modify Date,other RNA,Pseudogene,RefSeq category,rRNA,tRNA
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,HMC46,SAMN03271825,PRJNA270894,GCA_001043375.1, Chromosome,1.66195,38.5,chromosome:NZ_CP011225.1/CP011225.1,,1,1494,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/375/GCA_001043375.1_ASM104337v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/375/GCF_001043375.1_ASM104337v1,1666,Homo sapiens,2021-12-10T00:00:00Z,3,119,,0,50
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,HD183,SAMN03271824,PRJNA270894,GCA_001043355.1, Chromosome,1.70256,38.7,chromosome:NZ_CP011224.1/CP011224.1,,1,1519,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/355/GCA_001043355.1_ASM104335v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/355/GCF_001043355.1_ASM104335v1,1692,Homo sapiens,2021-09-03T00:00:00Z,4,116,,0,53
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,NZS2,SAMN03271818,PRJNA270894,GCA_001043195.1, Chromosome,1.6516,38.2,chromosome:NZ_CP011219.1/CP011219.1,,1,1464,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/195/GCA_001043195.1_ASM104319v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/195/GCF_001043195.1_ASM104319v1,1633,Homo sapiens,2021-09-03T00:00:00Z,4,113,,0,52
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,NZS3,SAMN03271819,PRJNA270894,GCA_001043235.1, Chromosome,1.65268,38.2,chromosome:NZ_CP011220.1/CP011220.1,,1,1469,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/235/GCA_001043235.1_ASM104323v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/235/GCF_001043235.1_ASM104323v1,1627,Homo sapiens,2021-09-03T00:00:00Z,4,102,,0,52
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,33921,SAMN03271827,PRJNA270894,GCA_001043435.1, Chromosome,1.62555,38.1,chromosome:NZ_CP011228.1/CP011228.1,,1,1434,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/435/GCA_001043435.1_ASM104343v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/435/GCF_001043435.1_ASM104343v1,1593,Homo sapiens,2021-09-03T00:00:00Z,4,103,,0,52
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,NZS4,SAMN03271820,PRJNA270894,GCA_001043275.1, Chromosome,1.63525,38.3,chromosome:NZ_CP011221.1/CP011221.1,,1,1448,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/275/GCA_001043275.1_ASM104327v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/275/GCF_001043275.1_ASM104327v1,1603,Homo sapiens,2021-09-03T00:00:00Z,4,100,,0,51
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,NZS1,SAMN03271817,PRJNA270894,GCA_001043155.1, Chromosome,1.63156,38.3,chromosome:NZ_CP011218.1/CP011218.1,,1,1453,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/155/GCA_001043155.1_ASM104315v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/155/GCF_001043155.1_ASM104315v1,1611,Homo sapiens,2021-09-03T00:00:00Z,4,104,,0,50
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,DMC64,SAMN03271829,PRJNA270894,GCA_001043475.1, Chromosome,1.5966,38.1,chromosome:NZ_CP011230.1/CP011230.1,,1,1408,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/475/GCA_001043475.1_ASM104347v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/475/GCF_001043475.1_ASM104347v1,1563,Homo sapiens,2021-09-03T00:00:00Z,4,98,,0,53
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,HMC56,SAMN03271826,PRJNA270894,GCA_001043395.1, Chromosome,1.62487,38.3,chromosome:NZ_CP011226.1/CP011226.1,,1,1459,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/395/GCA_001043395.1_ASM104339v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/395/GCF_001043395.1_ASM104339v1,1596,Homo sapiens,2021-12-10T00:00:00Z,4,83,,0,50
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,NZV1,SAMN03271821,PRJNA270894,GCA_001043415.1, Chromosome,1.59294,38.4,chromosome:NZ_CP011227.1/CP011227.1,,1,1419,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/415/GCA_001043415.1_ASM104341v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/415/GCF_001043415.1_ASM104341v1,1580,Homo sapiens,2021-12-10T00:00:00Z,4,110,,0,47
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,DMC111,SAMN03271830,PRJNA270894,GCA_001043495.1, Chromosome,1.5741,38.1,chromosome:NZ_CP011231.1/CP011231.1,,1,1392,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/495/GCA_001043495.1_ASM104349v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/495/GCF_001043495.1_ASM104349v1,1541,Homo sapiens,2021-09-03T00:00:00Z,4,93,,0,52
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,AUSPNG1,SAMN04240434,PRJNA301153,GCA_001465235.1,Contig,1.72763,38.0094,plasmid PB1000:NZ_CM004377.1/CM004377.1,LMZZ01,27,1575,2015-12-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/235/GCA_001465235.1_ASM146523v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/235/GCF_001465235.1_ASM146523v1,1724,Homo sapiens,2022-02-16T00:00:00Z,5,90,,8,46
Haemophilus ducreyi 35000HP,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,35000HP,SAMN02604087,PRJNA38,GCA_000007945.1,Complete,1.69895,38.2,chromosome:NC_002940.2/AE017143.1,,1,1529,2001-10-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/945/GCA_000007945.1_ASM794v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/945/GCF_000007945.1_ASM794v1,1686,human,2022-03-04T00:00:00Z,4,86,,19,48
Haemophilus haemolyticus,Haemophilus,haemolyticus,NA,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 33390,SAMN03217754,PRJNA268281,GCA_004368535.1,Contig,1.82836,38.6,,JTLY01,14,1679,2019-03-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/368/535/GCA_004368535.1_ASM436853v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/368/535/GCF_004368535.1_ASM436853v1,1763,Homo sapiens,2022-04-08T00:00:00Z,4,22,,4,54
Haemophilus haemolyticus,Haemophilus,haemolyticus,NA,Bacteria;Proteobacteria;Gammaproteobacteria,CCUG 12834,SAMN05043237,PRJNA302716,GCA_001679045.1,Scaffold,1.82702,38.6,,LYCK01,18,1686,2016-07-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/045/GCA_001679045.1_ASM167904v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/045/GCF_001679045.1_ASM167904v1,1770,Homo sapiens,2021-06-25T00:00:00Z,4,22,,8,50
Haemophilus haemolyticus,Haemophilus,haemolyticus,NA,Bacteria;Proteobacteria;Gammaproteobacteria,M19066,SAMN09704940,PRJNA428178,GCA_003494695.1,Contig,1.84508,38.5,,QQHH01,15,1727,2018-09-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/494/695/GCA_003494695.1_ASM349469v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/494/695/GCF_003494695.1_ASM349469v1,1828,Homo sapiens,2022-02-27T00:00:00Z,4,26,,18,53
Haemophilus haemolyticus,Haemophilus,haemolyticus,NA,Bacteria;Proteobacteria;Gammaproteobacteria,65151 B Hi-4,SAMN10537231,PRJNA509094,GCA_006439165.1,Contig,1.89757,38.2,,SDPF01,13,1731,2019-06-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/165/GCA_006439165.1_ASM643916v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/165/GCF_006439165.1_ASM643916v1,1831,Homo sapiens,2021-08-03T00:00:00Z,4,31,,16,49
Haemophilus haemolyticus,Haemophilus,haemolyticus,NA,Bacteria;Proteobacteria;Gammaproteobacteria,60971 B Hi-3,SAMN10537217,PRJNA509094,GCA_006439235.1,Contig,1.89516,38.2,,SDPC01,13,1731,2019-06-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/235/GCA_006439235.1_ASM643923v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/235/GCF_006439235.1_ASM643923v1,1826,Homo sapiens,2021-08-03T00:00:00Z,4,31,,10,50
Haemophilus haemolyticus,Haemophilus,haemolyticus,NA,Bacteria;Proteobacteria;Gammaproteobacteria,M26160,SAMN09704960,PRJNA428178,GCA_003494485.1,Contig,1.91068,38.4,,QQIB01,20,1787,2018-09-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/494/485/GCA_003494485.1_ASM349448v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/494/485/GCF_003494485.1_ASM349448v1,1868,Homo sapiens,2022-02-27T00:00:00Z,4,14,,11,52
Haemophilus haemolyticus,Haemophilus,haemolyticus,NA,Bacteria;Proteobacteria;Gammaproteobacteria,M26157,SAMN09704959,PRJNA428178,GCA_003494105.1,Contig,1.87251,38.3,,QQIX01,16,1703,2018-09-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/494/105/GCA_003494105.1_ASM349410v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/494/105/GCF_003494105.1_ASM349410v1,1813,Homo sapiens,2022-02-27T00:00:00Z,4,42,,12,52
Haemophilus haemolyticus,Haemophilus,haemolyticus,NA,Bacteria;Proteobacteria;Gammaproteobacteria,M11818,SAMN09704939,PRJNA428178,GCA_003494635.1,Contig,1.96188,38.3,,QQHN01,17,1788,2018-09-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/494/635/GCA_003494635.1_ASM349463v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/494/635/GCF_003494635.1_ASM349463v1,1888,Homo sapiens,2022-02-27T00:00:00Z,4,31,,11,54
Haemophilus haemolyticus,Haemophilus,haemolyticus,NA,Bacteria;Proteobacteria;Gammaproteobacteria,M19080,SAMN09704943,PRJNA428178,GCA_003494285.1,Contig,1.94519,38.3,,QQIL01,14,1795,2018-09-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/494/285/GCA_003494285.1_ASM349428v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/494/285/GCF_003494285.1_ASM349428v1,1910,Homo sapiens,2022-02-27T00:00:00Z,4,36,,23,52
